order_id,order_date,customer_id,category,product,unit_price,quantity,discount_pct,total_amount,payment_method,status,year,month,month_name,quarter,day_of_week,is_weekend
ORD-005028,2024-05-27,CUST-0414,Home & Kitchen,Bedsheet,13216.57,4,10,47579.65,Cash on Delivery,Delivered,2024,5,May,2,Monday,False
ORD-005029,2024-05-27,CUST-1268,Clothing,Jeans,2387.04,3,20,5728.9,Cash on Delivery,Delivered,2024,5,May,2,Monday,False
ORD-005030,2024-05-27,CUST-1119,Home & Kitchen,Bedsheet,5292.95,3,5,15084.91,UPI,Delivered,2024,5,May,2,Monday,False
ORD-005031,2024-05-27,CUST-1657,Electronics,Smartphone,9335.06,2,0,18670.12,Credit Card,Delivered,2024,5,May,2,Monday,False
ORD-005032,2024-05-27,CUST-0006,Clothing,T-Shirt,2919.35,5,0,14596.75,Credit Card,Delivered,2024,5,May,2,Monday,False
ORD-005033,2024-05-27,CUST-0780,Home & Kitchen,Blender,9438.44,4,0,37753.76,UPI,Delivered,2024,5,May,2,Monday,False
ORD-005034,2024-05-27,CUST-0087,Electronics,Bluetooth Speaker,84514.64,1,0,84514.64,Cash on Delivery,Delivered,2024,5,May,2,Monday,False
ORD-005035,2024-05-27,CUST-0189,Electronics,Laptop,57390.95,2,25,86086.42,Wallet,Delivered,2024,5,May,2,Monday,False
ORD-005036,2024-05-27,CUST-1639,Electronics,Power Bank,70188.33,2,0,140376.66,UPI,Returned,2024,5,May,2,Monday,False
ORD-005037,2024-05-27,CUST-1640,Clothing,Jacket,715.04,3,0,2145.12,Cash on Delivery,Delivered,2024,5,May,2,Monday,False
ORD-005038,2024-05-27,CUST-0420,Books,Fiction Novel,193.13,2,15,328.32,UPI,Delivered,2024,5,May,2,Monday,False
ORD-005039,2024-05-27,CUST-1827,Books,Children Book,372.91,2,5,708.53,UPI,Delivered,2024,5,May,2,Monday,False
ORD-005040,2024-05-27,CUST-1091,Sports,Cycling Helmet,948.44,2,0,1896.88,Cash on Delivery,Delivered,2024,5,May,2,Monday,False
ORD-005041,2024-05-27,CUST-1642,Electronics,Power Bank,48367.07,2,0,96734.14,UPI,Delivered,2024,5,May,2,Monday,False
ORD-005042,2024-05-27,CUST-0248,Sports,Cycling Helmet,5540.54,3,0,16621.62,Credit Card,Delivered,2024,5,May,2,Monday,False
ORD-005043,2024-05-27,CUST-0860,Clothing,Dress,2785.81,2,0,5571.62,UPI,Delivered,2024,5,May,2,Monday,False
ORD-005044,2024-05-27,CUST-0207,Sports,Cycling Helmet,1231.49,5,10,5541.7,Net Banking,Delivered,2024,5,May,2,Monday,False
ORD-005045,2024-05-27,CUST-1229,Sports,Tennis Racket,1226.18,5,0,6130.9,Net Banking,Delivered,2024,5,May,2,Monday,False
ORD-005046,2024-05-27,CUST-1343,Clothing,Shorts,2477.9,3,0,7433.7,UPI,Cancelled,2024,5,May,2,Monday,False
ORD-005047,2024-05-27,CUST-1107,Electronics,Tablet,18260.88,1,5,17347.84,UPI,Delivered,2024,5,May,2,Monday,False
ORD-005048,2024-05-27,CUST-0424,Home & Kitchen,Bedsheet,12100.22,2,5,22990.42,Net Banking,Returned,2024,5,May,2,Monday,False
ORD-005049,2024-05-27,CUST-1106,Clothing,Socks,1415.23,3,0,4245.69,UPI,Delivered,2024,5,May,2,Monday,False
ORD-005050,2024-05-27,CUST-1823,Electronics,Smartphone,58281.15,2,0,116562.3,UPI,Delivered,2024,5,May,2,Monday,False
ORD-005051,2024-05-27,CUST-0549,Electronics,Power Bank,60082.3,4,0,240329.2,Net Banking,Cancelled,2024,5,May,2,Monday,False
ORD-005052,2024-05-27,CUST-1749,Home & Kitchen,Lamp,6150.8,1,10,5535.72,UPI,Delivered,2024,5,May,2,Monday,False
ORD-005053,2024-05-28,CUST-0487,Electronics,Bluetooth Speaker,94573.46,2,0,189146.92,Cash on Delivery,Delivered,2024,5,May,2,Tuesday,False
ORD-005054,2024-05-28,CUST-0133,Books,Self-Help,1296.84,2,0,2593.68,Cash on Delivery,Cancelled,2024,5,May,2,Tuesday,False
ORD-005055,2024-05-28,CUST-0115,Electronics,Smartwatch,37594.9,5,0,187974.5,Wallet,Delivered,2024,5,May,2,Tuesday,False
ORD-005056,2024-05-28,CUST-0377,Clothing,Sweater,369.64,3,0,1108.92,Wallet,Delivered,2024,5,May,2,Tuesday,False
ORD-005057,2024-05-28,CUST-0977,Electronics,Bluetooth Speaker,45691.21,1,20,36552.97,Net Banking,Delivered,2024,5,May,2,Tuesday,False
ORD-005058,2024-05-28,CUST-0211,Sports,Tennis Racket,937.98,2,0,1875.96,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005059,2024-05-28,CUST-0132,Home & Kitchen,Curtains,14806.73,3,0,44420.19,Wallet,Delivered,2024,5,May,2,Tuesday,False
ORD-005060,2024-05-28,CUST-1398,Electronics,Bluetooth Speaker,72588.63,3,0,217765.89,Wallet,Delivered,2024,5,May,2,Tuesday,False
ORD-005061,2024-05-28,CUST-0154,Home & Kitchen,Storage Box,8596.9,2,0,17193.8,Wallet,Delivered,2024,5,May,2,Tuesday,False
ORD-005062,2024-05-28,CUST-0920,Electronics,Power Bank,66373.62,2,10,119472.52,Cash on Delivery,Delivered,2024,5,May,2,Tuesday,False
ORD-005063,2024-05-28,CUST-1447,Books,Cookbook,806.55,2,5,1532.44,Cash on Delivery,Delivered,2024,5,May,2,Tuesday,False
ORD-005064,2024-05-28,CUST-0952,Clothing,Shoes,4086.11,3,0,12258.33,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005065,2024-05-28,CUST-1974,Electronics,Bluetooth Speaker,4493.12,3,0,13479.36,Wallet,Delivered,2024,5,May,2,Tuesday,False
ORD-005066,2024-05-28,CUST-0806,Home & Kitchen,Cookware Set,8441.19,2,0,16882.38,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005067,2024-05-28,CUST-1390,Electronics,Power Bank,8669.36,4,25,26008.08,Credit Card,Delivered,2024,5,May,2,Tuesday,False
ORD-005068,2024-05-28,CUST-1718,Home & Kitchen,Curtains,9810.33,5,20,39241.32,Net Banking,Cancelled,2024,5,May,2,Tuesday,False
ORD-005069,2024-05-28,CUST-0147,Home & Kitchen,Bedsheet,4417.06,3,10,11926.06,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005070,2024-05-28,CUST-1758,Books,Biography,394.26,2,0,788.52,Credit Card,Delivered,2024,5,May,2,Tuesday,False
ORD-005071,2024-05-28,CUST-1818,Sports,Tennis Racket,1149.62,4,0,4598.48,Credit Card,Delivered,2024,5,May,2,Tuesday,False
ORD-005072,2024-05-28,CUST-1151,Home & Kitchen,Lamp,12060.85,2,0,24121.7,UPI,Returned,2024,5,May,2,Tuesday,False
ORD-005073,2024-05-28,CUST-1332,Clothing,Jacket,2476.43,2,0,4952.86,Cash on Delivery,Cancelled,2024,5,May,2,Tuesday,False
ORD-005074,2024-05-28,CUST-0715,Sports,Yoga Mat,4060.53,3,20,9745.27,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005075,2024-05-28,CUST-1142,Sports,Gym Bag,222.11,2,15,377.59,Credit Card,Returned,2024,5,May,2,Tuesday,False
ORD-005076,2024-05-28,CUST-1597,Books,Cookbook,1115.84,2,0,2231.68,Credit Card,Delivered,2024,5,May,2,Tuesday,False
ORD-005077,2024-05-28,CUST-0231,Sports,Dumbbell Set,2167.38,3,0,6502.14,Credit Card,Delivered,2024,5,May,2,Tuesday,False
ORD-005078,2024-05-28,CUST-0451,Sports,Running Shoes,7172.73,1,5,6814.09,Credit Card,Cancelled,2024,5,May,2,Tuesday,False
ORD-005079,2024-05-28,CUST-1524,Clothing,Dress,1245.13,2,15,2116.72,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005080,2024-05-28,CUST-1686,Electronics,Bluetooth Speaker,2622.09,2,20,4195.34,Credit Card,Delivered,2024,5,May,2,Tuesday,False
ORD-005081,2024-05-28,CUST-1169,Clothing,Shoes,2328.88,2,0,4657.76,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005082,2024-05-28,CUST-0907,Sports,Skipping Rope,7324.61,2,0,14649.22,Net Banking,Delivered,2024,5,May,2,Tuesday,False
ORD-005083,2024-05-28,CUST-1647,Electronics,Smartphone,43606.79,3,0,130820.37,Credit Card,Returned,2024,5,May,2,Tuesday,False
ORD-005084,2024-05-28,CUST-1703,Home & Kitchen,Storage Box,6164.96,1,15,5240.22,UPI,Returned,2024,5,May,2,Tuesday,False
ORD-005085,2024-05-28,CUST-1725,Sports,Gym Bag,2797.35,2,0,5594.7,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005086,2024-05-28,CUST-1073,Sports,Running Shoes,1150.01,2,20,1840.02,Net Banking,Delivered,2024,5,May,2,Tuesday,False
ORD-005087,2024-05-28,CUST-0107,Home & Kitchen,Storage Box,6799.69,2,0,13599.38,Net Banking,Returned,2024,5,May,2,Tuesday,False
ORD-005088,2024-05-28,CUST-0093,Clothing,Sweater,1692.09,3,0,5076.27,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005089,2024-05-28,CUST-1660,Electronics,Smartwatch,30440.24,3,5,86754.68,Net Banking,Delivered,2024,5,May,2,Tuesday,False
ORD-005090,2024-05-28,CUST-0829,Sports,Cycling Helmet,5448.66,2,0,10897.32,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005091,2024-05-28,CUST-0140,Sports,Yoga Mat,3599.66,4,0,14398.64,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005092,2024-05-28,CUST-1933,Books,Cookbook,1062.66,1,0,1062.66,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005093,2024-05-28,CUST-1338,Sports,Cricket Bat,1527.64,2,0,3055.28,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005094,2024-05-28,CUST-0011,Electronics,Power Bank,35886.7,3,10,96894.09,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005095,2024-05-28,CUST-0448,Home & Kitchen,Vacuum Cleaner,7848.47,5,5,37280.23,Credit Card,Delivered,2024,5,May,2,Tuesday,False
ORD-005096,2024-05-28,CUST-0927,Clothing,Jeans,1185.6,4,0,4742.4,UPI,Delivered,2024,5,May,2,Tuesday,False
ORD-005097,2024-05-28,CUST-0395,Books,Biography,1617.6,2,0,3235.2,Cash on Delivery,Delivered,2024,5,May,2,Tuesday,False
ORD-005098,2024-05-29,CUST-1529,Electronics,Smartphone,68876.59,1,15,58545.1,Credit Card,Delivered,2024,5,May,2,Wednesday,False
ORD-005099,2024-05-29,CUST-0378,Clothing,Shoes,2591.97,3,20,6220.73,Net Banking,Cancelled,2024,5,May,2,Wednesday,False
ORD-005100,2024-05-29,CUST-0361,Sports,Cricket Bat,225.81,2,0,451.62,Credit Card,Cancelled,2024,5,May,2,Wednesday,False
ORD-005101,2024-05-29,CUST-0683,Books,Comic Book,319.53,2,0,639.06,Net Banking,Delivered,2024,5,May,2,Wednesday,False
ORD-005102,2024-05-29,CUST-1017,Sports,Cycling Helmet,622.79,2,0,1245.58,UPI,Delivered,2024,5,May,2,Wednesday,False
ORD-005103,2024-05-29,CUST-1572,Home & Kitchen,Storage Box,2509.18,2,5,4767.44,Cash on Delivery,Delivered,2024,5,May,2,Wednesday,False
ORD-005104,2024-05-29,CUST-0642,Clothing,Jacket,1519.79,2,10,2735.62,Credit Card,Delivered,2024,5,May,2,Wednesday,False
ORD-005105,2024-05-29,CUST-1879,Clothing,T-Shirt,4434.07,2,0,8868.14,Credit Card,Delivered,2024,5,May,2,Wednesday,False
ORD-005106,2024-05-29,CUST-0573,Sports,Running Shoes,294.64,1,15,250.44,Cash on Delivery,Delivered,2024,5,May,2,Wednesday,False
ORD-005107,2024-05-29,CUST-1956,Home & Kitchen,Storage Box,2460.85,3,5,7013.42,Wallet,Cancelled,2024,5,May,2,Wednesday,False
ORD-005108,2024-05-29,CUST-1870,Sports,Yoga Mat,4370.7,5,0,21853.5,UPI,Delivered,2024,5,May,2,Wednesday,False
ORD-005109,2024-05-29,CUST-0997,Electronics,Bluetooth Speaker,26818.53,2,25,40227.8,Wallet,Delivered,2024,5,May,2,Wednesday,False
ORD-005110,2024-05-29,CUST-1585,Clothing,Socks,2930.0,3,0,8790.0,Credit Card,Delivered,2024,5,May,2,Wednesday,False
ORD-005111,2024-05-29,CUST-0923,Sports,Running Shoes,1459.09,4,20,4669.09,Cash on Delivery,Delivered,2024,5,May,2,Wednesday,False
ORD-005112,2024-05-29,CUST-0396,Electronics,Smartwatch,20430.65,2,5,38818.24,Cash on Delivery,Delivered,2024,5,May,2,Wednesday,False
ORD-005113,2024-05-29,CUST-0186,Clothing,Jacket,1158.54,2,0,2317.08,Net Banking,Returned,2024,5,May,2,Wednesday,False
ORD-005114,2024-05-29,CUST-1245,Clothing,Jacket,2377.81,4,20,7608.99,Wallet,Delivered,2024,5,May,2,Wednesday,False
ORD-005115,2024-05-29,CUST-1542,Home & Kitchen,Lamp,7705.04,1,0,7705.04,UPI,Delivered,2024,5,May,2,Wednesday,False
ORD-005116,2024-05-29,CUST-1324,Electronics,Tablet,43121.79,2,0,86243.58,UPI,Delivered,2024,5,May,2,Wednesday,False
ORD-005117,2024-05-29,CUST-1199,Home & Kitchen,Blender,7387.23,3,0,22161.69,UPI,Delivered,2024,5,May,2,Wednesday,False
ORD-005118,2024-05-29,CUST-1815,Sports,Running Shoes,4825.99,3,20,11582.38,Credit Card,Delivered,2024,5,May,2,Wednesday,False
ORD-005119,2024-05-29,CUST-0371,Clothing,Jacket,3696.96,1,10,3327.26,Cash on Delivery,Delivered,2024,5,May,2,Wednesday,False
ORD-005120,2024-05-29,CUST-1994,Clothing,Jacket,3228.86,1,0,3228.86,UPI,Delivered,2024,5,May,2,Wednesday,False
ORD-005121,2024-05-29,CUST-1890,Electronics,Smartwatch,54021.8,2,0,108043.6,Credit Card,Delivered,2024,5,May,2,Wednesday,False
ORD-005122,2024-05-29,CUST-1533,Clothing,Socks,328.37,3,0,985.11,UPI,Delivered,2024,5,May,2,Wednesday,False
ORD-005123,2024-05-29,CUST-1900,Clothing,Socks,1045.81,6,0,6274.86,Cash on Delivery,Delivered,2024,5,May,2,Wednesday,False
ORD-005124,2024-05-29,CUST-1228,Home & Kitchen,Vacuum Cleaner,9221.02,3,0,27663.06,Credit Card,Delivered,2024,5,May,2,Wednesday,False
ORD-005125,2024-05-29,CUST-0608,Clothing,Sweater,3182.47,3,0,9547.41,Net Banking,Delivered,2024,5,May,2,Wednesday,False
ORD-005126,2024-05-29,CUST-0282,Clothing,Sweater,4845.74,6,0,29074.44,UPI,Delivered,2024,5,May,2,Wednesday,False
ORD-005127,2024-05-29,CUST-1671,Home & Kitchen,Storage Box,8674.54,2,0,17349.08,Credit Card,Delivered,2024,5,May,2,Wednesday,False
ORD-005128,2024-05-30,CUST-1440,Sports,Yoga Mat,1305.08,1,0,1305.08,UPI,Delivered,2024,5,May,2,Thursday,False
ORD-005129,2024-05-30,CUST-1057,Electronics,Laptop,90969.46,2,0,181938.92,UPI,Delivered,2024,5,May,2,Thursday,False
ORD-005130,2024-05-30,CUST-0082,Home & Kitchen,Toaster,3272.49,2,20,5235.98,UPI,Delivered,2024,5,May,2,Thursday,False
ORD-005131,2024-05-30,CUST-1507,Clothing,Jacket,4095.67,3,0,12287.01,Credit Card,Delivered,2024,5,May,2,Thursday,False
ORD-005132,2024-05-30,CUST-0148,Electronics,Tablet,7495.33,2,20,11992.53,Cash on Delivery,Delivered,2024,5,May,2,Thursday,False
ORD-005133,2024-05-30,CUST-1631,Home & Kitchen,Storage Box,11586.33,2,0,23172.66,Credit Card,Delivered,2024,5,May,2,Thursday,False
ORD-005134,2024-05-30,CUST-0965,Home & Kitchen,Storage Box,9983.85,1,0,9983.85,Wallet,Returned,2024,5,May,2,Thursday,False
ORD-005135,2024-05-30,CUST-0992,Home & Kitchen,Bedsheet,4388.74,5,0,21943.7,UPI,Delivered,2024,5,May,2,Thursday,False
ORD-005136,2024-05-30,CUST-0948,Electronics,Smartphone,87172.06,3,0,261516.18,Cash on Delivery,Delivered,2024,5,May,2,Thursday,False
ORD-005137,2024-05-30,CUST-0495,Sports,Tennis Racket,7175.25,2,0,14350.5,Cash on Delivery,Delivered,2024,5,May,2,Thursday,False
ORD-005138,2024-05-30,CUST-1194,Electronics,Smartphone,72500.75,3,0,217502.25,Credit Card,Delivered,2024,5,May,2,Thursday,False
ORD-005139,2024-05-30,CUST-0723,Electronics,Headphones,77041.37,5,0,385206.85,UPI,Delivered,2024,5,May,2,Thursday,False
ORD-005140,2024-05-30,CUST-1921,Home & Kitchen,Bedsheet,4682.66,3,0,14047.98,UPI,Delivered,2024,5,May,2,Thursday,False
ORD-005141,2024-05-30,CUST-0703,Electronics,Headphones,80795.17,3,5,230266.23,Net Banking,Delivered,2024,5,May,2,Thursday,False
ORD-005142,2024-05-30,CUST-1031,Electronics,USB Cable,37965.81,2,15,64541.88,Credit Card,Delivered,2024,5,May,2,Thursday,False
ORD-005143,2024-05-30,CUST-1404,Clothing,Jacket,3244.08,4,0,12976.32,UPI,Delivered,2024,5,May,2,Thursday,False
ORD-005144,2024-05-30,CUST-0826,Home & Kitchen,Blender,11035.61,3,0,33106.83,Credit Card,Delivered,2024,5,May,2,Thursday,False
ORD-005145,2024-05-30,CUST-1878,Clothing,Jeans,414.89,1,0,414.89,UPI,Delivered,2024,5,May,2,Thursday,False
ORD-005146,2024-05-30,CUST-0434,Home & Kitchen,Toaster,16140.98,3,0,48422.94,UPI,Delivered,2024,5,May,2,Thursday,False
ORD-005147,2024-05-30,CUST-1058,Sports,Cycling Helmet,1604.77,2,15,2728.11,UPI,Delivered,2024,5,May,2,Thursday,False
ORD-005148,2024-05-30,CUST-0563,Sports,Tennis Racket,5920.75,2,0,11841.5,Net Banking,Delivered,2024,5,May,2,Thursday,False
ORD-005149,2024-05-30,CUST-1656,Electronics,Smartphone,12802.23,2,0,25604.46,Net Banking,Delivered,2024,5,May,2,Thursday,False
ORD-005150,2024-05-30,CUST-0138,Home & Kitchen,Storage Box,2825.97,5,10,12716.86,UPI,Cancelled,2024,5,May,2,Thursday,False
ORD-005151,2024-05-30,CUST-0367,Clothing,Shorts,3980.19,3,0,11940.57,Credit Card,Returned,2024,5,May,2,Thursday,False
ORD-005152,2024-05-30,CUST-0106,Sports,Dumbbell Set,7941.07,5,25,29779.01,UPI,Cancelled,2024,5,May,2,Thursday,False
ORD-005153,2024-05-31,CUST-0794,Sports,Gym Bag,4036.15,1,0,4036.15,Credit Card,Delivered,2024,5,May,2,Friday,False
ORD-005154,2024-05-31,CUST-1056,Clothing,Shorts,2008.58,2,0,4017.16,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005155,2024-05-31,CUST-0636,Home & Kitchen,Blender,12876.36,2,0,25752.72,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005156,2024-05-31,CUST-1706,Sports,Dumbbell Set,5881.46,2,10,10586.63,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005157,2024-05-31,CUST-0987,Clothing,Jeans,3002.84,6,0,18017.04,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005158,2024-05-31,CUST-0958,Home & Kitchen,Toaster,13942.22,2,0,27884.44,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005159,2024-05-31,CUST-1548,Books,Self-Help,1103.77,2,15,1876.41,Net Banking,Delivered,2024,5,May,2,Friday,False
ORD-005160,2024-05-31,CUST-1192,Sports,Yoga Mat,6216.41,3,5,17716.77,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005161,2024-05-31,CUST-0855,Clothing,Jeans,2176.91,2,10,3918.44,Cash on Delivery,Cancelled,2024,5,May,2,Friday,False
ORD-005162,2024-05-31,CUST-0078,Sports,Cycling Helmet,6438.01,1,0,6438.01,Net Banking,Delivered,2024,5,May,2,Friday,False
ORD-005163,2024-05-31,CUST-1570,Home & Kitchen,Toaster,9674.9,3,0,29024.7,Credit Card,Delivered,2024,5,May,2,Friday,False
ORD-005164,2024-05-31,CUST-0209,Electronics,Tablet,47382.07,3,15,120824.28,Credit Card,Delivered,2024,5,May,2,Friday,False
ORD-005165,2024-05-31,CUST-1862,Home & Kitchen,Storage Box,13941.14,2,0,27882.28,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005166,2024-05-31,CUST-1435,Clothing,Socks,1778.67,2,10,3201.61,Wallet,Delivered,2024,5,May,2,Friday,False
ORD-005167,2024-05-31,CUST-0008,Clothing,Sweater,5385.73,2,0,10771.46,Credit Card,Delivered,2024,5,May,2,Friday,False
ORD-005168,2024-05-31,CUST-0737,Books,Children Book,171.62,4,0,686.48,Credit Card,Delivered,2024,5,May,2,Friday,False
ORD-005169,2024-05-31,CUST-0227,Sports,Running Shoes,6924.78,4,0,27699.12,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005170,2024-05-31,CUST-0175,Sports,Yoga Mat,3272.31,2,0,6544.62,Wallet,Delivered,2024,5,May,2,Friday,False
ORD-005171,2024-05-31,CUST-0081,Clothing,Shorts,690.7,2,10,1243.26,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005172,2024-05-31,CUST-1818,Clothing,Shorts,3678.9,2,20,5886.24,Net Banking,Delivered,2024,5,May,2,Friday,False
ORD-005173,2024-05-31,CUST-1081,Sports,Cricket Bat,7733.41,4,0,30933.64,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005174,2024-05-31,CUST-1159,Sports,Cycling Helmet,954.43,5,25,3579.11,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005175,2024-05-31,CUST-0238,Sports,Cycling Helmet,3168.35,2,0,6336.7,Credit Card,Delivered,2024,5,May,2,Friday,False
ORD-005176,2024-05-31,CUST-1496,Clothing,Shoes,4236.17,1,0,4236.17,Net Banking,Delivered,2024,5,May,2,Friday,False
ORD-005177,2024-05-31,CUST-1241,Books,Fiction Novel,1425.16,1,0,1425.16,Wallet,Delivered,2024,5,May,2,Friday,False
ORD-005178,2024-05-31,CUST-1763,Sports,Running Shoes,2071.33,2,0,4142.66,UPI,Returned,2024,5,May,2,Friday,False
ORD-005179,2024-05-31,CUST-1050,Electronics,Laptop,61976.68,3,0,185930.04,Net Banking,Delivered,2024,5,May,2,Friday,False
ORD-005180,2024-05-31,CUST-0187,Clothing,Jeans,3741.89,2,10,6735.4,Cash on Delivery,Delivered,2024,5,May,2,Friday,False
ORD-005181,2024-05-31,CUST-1906,Sports,Yoga Mat,8499.28,6,0,50995.68,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005182,2024-05-31,CUST-0630,Clothing,Socks,3902.73,1,0,3902.73,UPI,Delivered,2024,5,May,2,Friday,False
ORD-005183,2024-06-01,CUST-1733,Clothing,Socks,3331.07,3,0,9993.21,UPI,Delivered,2024,6,June,2,Saturday,True
ORD-005184,2024-06-01,CUST-1140,Clothing,Socks,3099.11,2,0,6198.22,UPI,Cancelled,2024,6,June,2,Saturday,True
ORD-005185,2024-06-01,CUST-1014,Clothing,Shoes,3117.34,2,5,5922.95,UPI,Delivered,2024,6,June,2,Saturday,True
ORD-005186,2024-06-01,CUST-0815,Electronics,Laptop,17230.42,3,0,51691.26,UPI,Delivered,2024,6,June,2,Saturday,True
ORD-005187,2024-06-01,CUST-0614,Electronics,Tablet,32949.15,2,15,56013.56,Cash on Delivery,Delivered,2024,6,June,2,Saturday,True
ORD-005188,2024-06-01,CUST-0892,Electronics,Smartwatch,44295.41,3,15,112953.3,UPI,Delivered,2024,6,June,2,Saturday,True
ORD-005189,2024-06-01,CUST-1187,Sports,Tennis Racket,4757.99,6,0,28547.94,Cash on Delivery,Delivered,2024,6,June,2,Saturday,True
ORD-005190,2024-06-01,CUST-1438,Electronics,USB Cable,76663.3,2,20,122661.28,Cash on Delivery,Delivered,2024,6,June,2,Saturday,True
ORD-005191,2024-06-01,CUST-0178,Clothing,T-Shirt,1013.38,2,5,1925.42,Wallet,Cancelled,2024,6,June,2,Saturday,True
ORD-005192,2024-06-01,CUST-0985,Clothing,T-Shirt,1460.45,4,10,5257.62,UPI,Delivered,2024,6,June,2,Saturday,True
ORD-005193,2024-06-01,CUST-0280,Books,Fiction Novel,163.29,2,15,277.59,Net Banking,Delivered,2024,6,June,2,Saturday,True
ORD-005194,2024-06-01,CUST-0798,Clothing,Jacket,1161.4,4,0,4645.6,Credit Card,Delivered,2024,6,June,2,Saturday,True
ORD-005195,2024-06-01,CUST-1236,Clothing,Shorts,2954.4,3,20,7090.56,Net Banking,Delivered,2024,6,June,2,Saturday,True
ORD-005196,2024-06-01,CUST-1078,Electronics,Tablet,32223.93,1,0,32223.93,Credit Card,Delivered,2024,6,June,2,Saturday,True
ORD-005197,2024-06-01,CUST-0067,Sports,Yoga Mat,2218.82,2,10,3993.88,Net Banking,Delivered,2024,6,June,2,Saturday,True
ORD-005198,2024-06-01,CUST-0544,Home & Kitchen,Curtains,11762.93,2,0,23525.86,UPI,Delivered,2024,6,June,2,Saturday,True
ORD-005199,2024-06-01,CUST-1787,Clothing,Sweater,2766.54,2,0,5533.08,UPI,Delivered,2024,6,June,2,Saturday,True
ORD-005200,2024-06-01,CUST-0520,Sports,Dumbbell Set,4477.34,3,0,13432.02,Credit Card,Delivered,2024,6,June,2,Saturday,True
ORD-005201,2024-06-01,CUST-0499,Electronics,Bluetooth Speaker,44770.81,1,0,44770.81,UPI,Delivered,2024,6,June,2,Saturday,True
ORD-005202,2024-06-01,CUST-0946,Clothing,Shorts,3723.17,3,0,11169.51,Net Banking,Delivered,2024,6,June,2,Saturday,True
ORD-005203,2024-06-01,CUST-1455,Home & Kitchen,Curtains,2678.78,3,0,8036.34,Credit Card,Delivered,2024,6,June,2,Saturday,True
ORD-005204,2024-06-01,CUST-0727,Clothing,Jacket,712.67,3,0,2138.01,UPI,Delivered,2024,6,June,2,Saturday,True
ORD-005205,2024-06-01,CUST-1070,Home & Kitchen,Toaster,11928.49,2,0,23856.98,Credit Card,Cancelled,2024,6,June,2,Saturday,True
ORD-005206,2024-06-01,CUST-1616,Clothing,Dress,1629.25,2,0,3258.5,Credit Card,Delivered,2024,6,June,2,Saturday,True
ORD-005207,2024-06-01,CUST-1059,Books,Technical Guide,1253.97,6,0,7523.82,Credit Card,Delivered,2024,6,June,2,Saturday,True
ORD-005208,2024-06-01,CUST-0189,Clothing,Shorts,3212.81,1,0,3212.81,Wallet,Delivered,2024,6,June,2,Saturday,True
ORD-005209,2024-06-01,CUST-1113,Electronics,Bluetooth Speaker,65620.48,3,0,196861.44,Wallet,Delivered,2024,6,June,2,Saturday,True
ORD-005210,2024-06-01,CUST-1359,Books,Children Book,558.41,2,0,1116.82,Credit Card,Cancelled,2024,6,June,2,Saturday,True
ORD-005211,2024-06-01,CUST-0947,Sports,Running Shoes,5201.69,1,15,4421.44,Net Banking,Delivered,2024,6,June,2,Saturday,True
ORD-005212,2024-06-01,CUST-1983,Clothing,Jeans,785.43,3,0,2356.29,Net Banking,Delivered,2024,6,June,2,Saturday,True
ORD-005213,2024-06-01,CUST-0136,Home & Kitchen,Curtains,11894.27,4,10,42819.37,Net Banking,Delivered,2024,6,June,2,Saturday,True
ORD-005214,2024-06-01,CUST-0546,Home & Kitchen,Lamp,14482.22,1,0,14482.22,UPI,Delivered,2024,6,June,2,Saturday,True
ORD-005215,2024-06-02,CUST-0793,Books,Fiction Novel,1232.54,2,0,2465.08,UPI,Delivered,2024,6,June,2,Sunday,True
ORD-005216,2024-06-02,CUST-1137,Electronics,Tablet,10455.04,3,0,31365.12,Credit Card,Cancelled,2024,6,June,2,Sunday,True
ORD-005217,2024-06-02,CUST-1196,Home & Kitchen,Toaster,12048.21,2,0,24096.42,Credit Card,Cancelled,2024,6,June,2,Sunday,True
